id,Date,number of bedrooms,number of bathrooms,living area,lot area,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Total Rooms,House Age,Living Area Ratio,number of floors_1.5,number of floors_2.0,number of floors_2.5,number of floors_3.0,number of floors_3.5
6762822437,171,3,1.5,1040,10323,0,0,4,7,1040,0,1958,0,122049,52.8182,-114.345,1580,7200,1,67,12.926594205381187,4.5,67,0.10074590719752011,False,False,False,False,False
6762822497,171,4,2.75,2220,8450,0,0,4,7,1260,960,1983,0,122015,52.7104,-114.347,1580,8450,2,78,12.923914877701906,6.75,42,0.26272189349112424,False,False,False,False,False
6762822663,171,3,1.0,960,3960,0,0,3,7,960,0,1943,0,122032,52.8765,-114.594,1550,6050,3,63,12.91164481522143,4.0,82,0.24242424242424243,False,False,False,False,False
6762822955,171,2,2.25,1140,1184,0,0,3,8,1010,130,1999,0,122028,52.889,-114.536,1140,1339,1,79,12.899097318586382,4.25,26,0.9628378378378378,False,True,False,False,False
6762823186,171,3,2.5,1680,4075,0,0,3,7,1680,0,2008,0,122045,52.9264,-114.214,1710,4075,1,67,12.884108726347916,5.5,17,0.41226993865030676,False,True,False,False,False
6762823292,171,3,2.5,2250,8076,0,0,3,8,2250,0,1995,0,122024,52.5967,-114.231,2180,7244,3,74,12.873904582205107,5.5,30,0.2786032689450223,False,True,False,False,False
6762823499,171,4,1.75,2360,7620,0,0,4,7,1180,1180,1955,0,122034,52.7578,-114.535,1910,7620,3,58,12.861001210669146,5.75,70,0.30971128608923887,False,False,False,False,False
6762823782,171,3,1.75,2610,117176,0,0,3,7,1390,1220,1981,0,122068,52.4885,-114.115,2140,142005,1,71,12.84265212010087,4.75,44,0.022274185840103777,False,False,False,False,False
6762823903,171,3,2.25,1140,1557,0,0,3,8,1140,0,2007,0,122028,52.9247,-114.532,1140,1245,3,77,12.834683971615659,5.25,18,0.7321772639691715,False,False,False,True,False
6762823967,171,2,2.25,1240,1172,0,0,3,8,1000,240,2008,0,122054,52.8177,-114.506,1260,1111,3,79,12.834550629748248,4.25,17,1.0580204778156996,False,True,False,False,False
6762824367,171,5,2.0,2330,10800,0,0,4,7,1270,1060,1961,0,122038,52.9971,-114.524,1550,8287,3,55,12.80078251189375,7.0,64,0.21574074074074073,False,False,False,False,False
6762824526,171,5,2.5,2170,2752,0,0,3,8,2170,0,2014,0,122034,52.7467,-114.537,1800,2752,1,68,12.793306379816553,7.5,11,0.7885174418604651,False,True,False,False,False
6762824675,171,3,1.0,1200,16000,0,0,3,7,1200,0,1970,0,122021,52.9752,-114.291,1960,15500,1,76,12.779875885354993,4.0,55,0.075,False,False,False,False,False
6762824676,171,3,2.25,1430,4777,0,0,3,7,1430,0,2010,0,122015,52.7167,-114.342,1639,3854,1,57,12.779875885354993,5.25,15,0.2993510571488382,False,True,False,False,False
6762824915,171,3,2.5,1630,5996,0,0,3,7,1630,0,1986,0,122042,52.7038,-114.38,1660,4504,3,70,12.765691290604371,5.5,39,0.27184789859906605,False,True,False,False,False
6762824916,171,3,1.75,2130,7500,0,0,4,7,1090,1040,1956,0,122031,52.6893,-114.533,1590,7500,3,54,12.765691290604371,4.75,69,0.284,False,False,False,False,False
6762825003,171,4,2.5,2220,3561,0,0,3,8,2220,0,2014,0,122024,52.5861,-114.253,2530,4449,1,56,12.765662718849264,6.5,11,0.6234203875315922,False,True,False,False,False
6762825355,171,4,2.5,2441,7316,0,0,3,8,2441,0,2007,0,122018,52.5537,-114.527,2724,7357,2,65,12.73670383776449,6.5,18,0.33365226899945327,False,True,False,False,False
6762825511,171,4,2.5,2470,5100,0,0,3,8,2470,0,2005,0,122024,52.5922,-114.231,2240,5123,2,69,12.727841176689147,6.5,20,0.4843137254901961,False,True,False,False,False
6762825652,171,4,1.75,1700,40973,0,0,3,8,1700,0,1961,0,122067,52.5739,-114.388,2760,40973,1,71,12.721739531452183,5.75,64,0.0414907378029434,False,False,False,False,False
6762825707,171,2,1.75,1710,4187,0,0,3,7,1710,0,1987,0,122042,52.7032,-114.378,1760,4084,1,79,12.714530468266503,3.75,38,0.40840697396704084,False,False,False,False,False
6762826233,171,3,1.0,1290,9526,0,0,3,7,1290,0,1961,0,122033,52.9411,-114.403,1290,9508,2,55,12.679199517372098,4.0,64,0.13541885366365736,True,False,False,False,False
6762826289,171,4,2.5,2223,5780,0,0,3,8,2223,0,2010,0,122035,52.5886,-114.347,1690,7766,2,71,12.676079399771027,6.5,15,0.3846020761245675,False,True,False,False,False
6762826590,171,3,1.75,1350,217852,0,0,3,8,1100,250,1953,0,122068,52.4928,-114.22,2190,217800,3,51,12.657151449598695,4.75,72,0.006196867598185924,False,False,False,False,False
6762826723,171,3,1.0,1330,3740,0,0,3,6,1330,0,1903,0,122051,52.7802,-114.464,1330,5053,3,68,12.644330802262578,4.0,122,0.35561497326203206,True,False,False,False,False
6762826844,171,5,1.5,1310,4800,0,0,3,6,1110,200,1929,0,122034,52.7845,-114.555,960,4800,2,80,12.634606283893019,6.5,96,0.27291666666666664,True,False,False,False,False
6762827136,171,6,2.5,3080,8163,0,0,3,7,1580,1500,1985,0,122065,52.6159,-114.411,1850,8658,3,75,12.611541086966115,8.5,40,0.37731226264853607,False,False,False,False,False
6762827386,171,3,2.0,1830,17321,0,0,4,7,1100,730,1948,0,122063,52.7372,-114.462,1450,10706,1,62,12.59473402514672,5.0,77,0.10565209860862537,False,False,False,False,False
6762828128,171,3,2.25,1610,11920,0,0,4,7,1110,500,1968,0,122066,52.5983,-114.469,1690,11839,1,52,12.531776395271262,5.25,57,0.13506711409395974,False,False,False,False,False
6762828560,171,3,1.5,1600,9072,0,0,4,7,1600,0,1963,0,122065,52.6037,-114.406,1710,8000,3,79,12.496878583628968,4.5,62,0.1763668430335097,False,False,False,False,False
6762828841,171,2,1.0,750,6720,0,0,3,6,750,0,1916,0,122059,52.782,-114.5,920,6720,2,53,12.468440756144114,3.0,109,0.11160714285714286,False,False,False,False,False
6762829251,171,3,1.75,1480,3900,0,0,4,7,1480,0,1980,0,122018,52.5277,-114.557,1830,6956,3,54,12.429220196836383,4.75,45,0.37948717948717947,False,False,False,False,False
6762829252,171,4,1.75,1510,5500,0,0,3,7,1510,0,1920,0,122034,52.765,-114.549,1320,6431,3,69,12.429220196836383,5.75,105,0.27454545454545454,True,False,False,False,False
6762829655,171,2,1.0,870,8400,0,0,3,7,870,0,1960,0,122070,52.6793,-114.472,1070,12465,2,80,12.388398368982115,3.0,65,0.10357142857142858,False,False,False,False,False
6762829987,171,2,1.0,870,7020,0,0,4,6,570,300,1942,0,122034,52.7704,-114.542,1730,7020,3,69,12.345838935721968,3.0,83,0.12393162393162394,False,False,False,False,False
6762830803,171,3,1.0,960,7500,0,0,3,6,960,0,1953,0,122063,52.7266,-114.445,1250,6000,3,54,12.206077645517674,4.0,72,0.128,False,False,False,False,False
6762830965,171,1,1.0,470,63737,0,2,5,5,470,0,1924,0,122068,52.4463,-114.174,1350,46762,2,52,12.167856627501678,2.0,101,0.007374052748011359,False,False,False,False,False
6762830995,171,3,1.0,1200,10458,0,0,4,6,1200,0,1961,0,122018,52.5562,-114.532,1160,9000,1,55,12.154784614286667,4.0,64,0.11474469305794607,False,False,False,False,False
6762810301,172,4,4.25,4500,215186,0,3,3,11,2630,1870,2009,0,122011,52.789,-114.235,3030,25447,1,75,14.419827071265543,8.25,16,0.020912141124422592,False,True,False,False,False
6762810592,172,5,3.5,4170,9090,0,0,3,10,4170,0,2008,0,122048,52.8218,-114.386,1930,13635,2,51,14.187074804051692,8.5,17,0.45874587458745875,False,True,False,False,False
6762810742,172,4,3.75,2130,34689,1,4,3,9,2130,0,1955,0,122016,52.7789,-114.588,3030,28598,1,60,14.108180918195472,7.75,70,0.061402750151344804,True,False,False,False,False
6762810987,172,4,2.75,2470,5500,0,3,3,9,1570,900,1960,2005,122026,52.8886,-114.548,1620,5500,3,74,14.006131744018864,6.75,65,0.4490909090909091,False,False,False,False,False
6762811020,172,4,2.5,3180,13118,0,0,4,11,3180,0,1986,0,122057,52.7682,-114.42,3070,12861,3,50,13.997832948091215,6.5,39,0.242415002286934,False,True,False,False,False
6762811081,172,5,3.75,4220,15959,0,0,3,11,4220,0,2004,0,122020,52.8169,-114.157,4630,16531,3,75,13.972515161474428,8.75,21,0.2644275957140172,False,True,False,False,False
6762811166,172,4,3.5,4300,8406,0,1,3,11,3580,720,1987,0,122057,52.7696,-114.404,2770,10006,1,79,13.937729075643883,7.5,38,0.5115393766357363,False,True,False,False,False
6762811516,172,5,3.5,2810,2700,0,0,5,9,1900,910,1910,0,122007,52.9099,-114.553,1510,3800,2,77,13.81451105863119,8.5,115,1.0407407407407407,False,True,False,False,False
6762811847,172,4,3.25,4110,15488,0,2,3,11,4110,0,1995,0,122027,52.7793,-114.307,4190,14973,3,64,13.74830287778897,7.25,30,0.2653667355371901,False,True,False,False,False
6762812730,172,5,3.0,3070,8474,0,0,3,9,3070,0,2011,0,122010,52.9152,-114.374,3070,8527,2,77,13.623139877437296,8.0,14,0.36228463535520417,False,True,False,False,False
6762813032,172,4,2.5,2760,5750,0,0,3,8,2760,0,1993,0,122047,52.857,-114.493,2760,5390,3,64,13.591743062037102,6.5,32,0.48,False,True,False,False,False
6762813056,172,3,2.5,2849,9588,0,0,3,10,2849,0,2001,0,122019,52.8787,-114.269,3190,8897,3,68,13.589865129563993,5.5,24,0.29714226115978304,False,True,False,False,False
6762813409,172,4,3.0,2170,2500,0,0,3,8,1710,460,1997,0,122006,52.9042,-114.493,2170,4080,3,58,13.550569275837276,7.0,28,0.868,False,True,False,False,False
6762813842,172,3,2.5,1980,2975,0,2,3,8,1980,0,1993,0,122061,52.8594,-114.534,1980,3144,2,70,13.508986756405742,5.5,32,0.6655462184873949,False,False,False,True,False
6762814478,172,4,2.75,2540,4400,0,0,5,7,1630,910,1925,0,122028,52.9132,-114.533,1560,3920,3,66,13.453824507951147,6.75,100,0.5772727272727273,True,False,False,False,False
6762814594,172,3,2.5,2080,9612,0,3,4,8,1700,380,1940,0,122022,52.9593,-114.473,2560,10202,1,60,13.442998001373553,5.5,85,0.21639617145235124,False,False,False,False,False
6762814717,172,4,2.75,3310,50951,0,0,3,9,3310,0,1998,0,122037,52.9549,-114.217,3230,39340,2,79,13.429849547739444,6.75,27,0.06496437753920434,False,True,False,False,False
6762814824,172,3,2.5,2320,98445,0,0,4,8,1380,940,1978,0,122021,52.9623,-114.306,2830,54014,3,70,13.42246945133505,5.5,47,0.023566458428564172,False,False,False,False,False
6762814878,172,4,2.5,3470,6651,0,0,3,9,3470,0,2005,0,122008,52.7726,-114.069,2730,6179,3,50,13.418758877445873,6.5,20,0.5217260562321455,False,True,False,False,False
6762815283,172,5,2.0,1910,4667,0,0,3,7,1010,900,1908,0,122047,52.8536,-114.496,1230,2545,2,69,13.384729180332174,7.0,117,0.40925648167988,False,False,False,False,False
6762815455,172,4,2.5,2600,6015,0,0,3,8,2600,0,2004,0,122020,52.8271,-114.221,2910,5305,1,59,13.370786295963992,6.5,21,0.4322527015793849,False,True,False,False,False
6762816328,172,4,2.5,2360,13500,0,0,4,8,1780,580,1973,0,122005,52.8615,-114.293,2780,12400,2,70,13.304686600863562,6.5,52,0.1748148148148148,False,False,False,False,False
6762816575,172,3,2.25,2210,5742,0,0,3,8,1460,750,1951,0,122006,52.9191,-114.508,1900,4590,1,62,13.28787951079572,5.25,74,0.3848833159177987,False,False,False,False,False
6762817216,172,2,1.75,1130,276170,0,0,3,8,1130,0,2006,0,122068,52.4973,-114.217,2092,217800,3,71,13.244582780038517,3.75,19,0.004091682659231633,False,False,False,False,False
6762817920,172,2,2.0,1930,4500,0,0,3,8,1930,0,2003,0,122045,52.9404,-114.221,1670,5200,1,60,13.20302312543853,4.0,22,0.4288888888888889,False,False,False,False,False
6762818375,172,3,2.5,1380,1389,0,0,3,8,1380,0,2008,0,122013,52.8727,-114.517,1380,1249,1,53,13.17590604006516,5.5,17,0.9935205183585313,False,False,False,True,False
6762818751,172,3,2.75,3290,11441,0,0,4,10,3290,0,1988,0,122018,52.5352,-114.53,2600,12070,1,63,13.151924121391561,5.75,37,0.287562276024823,False,True,False,False,False
6762819004,172,3,1.75,2519,8690,0,0,5,8,2519,0,1973,0,122031,52.6728,-114.534,2500,9500,1,64,13.132315688453556,4.75,52,0.289873417721519,False,True,False,False,False
6762819148,172,3,1.0,1070,4600,0,0,3,7,950,120,1930,0,122009,52.7927,-114.573,1090,4600,3,75,13.122365377402328,4.0,95,0.2326086956521739,False,False,False,False,False
6762819279,172,4,2.5,2680,10590,0,0,3,8,2680,0,2004,0,122055,52.9677,-114.16,2330,5566,2,55,13.120363378739663,6.5,21,0.2530689329556185,False,True,False,False,False
6762819376,172,3,1.75,1770,10080,0,0,3,8,1770,0,1968,0,122022,52.9518,-114.496,1860,10456,3,61,13.112315061750808,4.75,57,0.17559523809523808,False,False,False,False,False
6762819377,172,2,2.25,1160,1010,0,0,3,8,1000,160,2006,0,122047,52.8507,-114.491,1200,1170,3,60,13.112315061750808,4.25,19,1.1485148514851484,False,True,False,False,False
6762819502,172,2,1.0,950,3060,0,0,3,6,810,140,1925,0,122004,52.8998,-114.513,1510,3780,2,57,13.102162710901053,3.0,100,0.3104575163398693,False,False,False,False,False
6762819572,172,2,2.75,1465,972,0,0,3,7,1050,415,2006,0,122047,52.851,-114.488,1480,1430,3,53,13.100119813444692,4.75,19,1.507201646090535,False,True,False,False,False
6762820075,172,2,2.25,1700,2383,0,0,3,8,1700,0,2005,0,122011,52.777,-114.187,1700,2700,3,61,13.065795142315812,4.25,20,0.7133864876206463,False,True,False,False,False
6762820471,172,4,2.75,2200,9676,0,0,3,8,1500,700,1979,0,122058,53.0013,-114.449,2120,9585,2,64,13.038983942375959,6.75,46,0.2273666804464655,False,False,False,False,False
6762820536,172,3,2.5,1780,4000,0,0,4,8,1780,0,1995,0,122011,52.7977,-114.193,1730,4000,2,79,13.036807667689546,5.5,30,0.445,False,True,False,False,False
6762820639,172,3,1.75,1700,8360,0,0,4,7,850,850,1955,0,122027,52.8066,-114.337,1520,8360,2,62,13.02805489573287,4.75,70,0.20334928229665072,False,False,False,False,False
6762820966,172,4,3.0,2580,7299,0,0,3,8,2580,0,1998,0,122046,52.6946,-114.34,2250,6165,2,64,13.015893357585442,7.0,27,0.35347307850390464,False,True,False,False,False
6762821093,172,3,3.25,1710,1960,0,0,3,8,1360,350,2004,0,122011,52.7779,-114.193,1420,955,1,77,13.005831808336863,6.25,21,0.8724489795918368,False,True,False,False,False
6762821181,172,2,1.0,990,4313,0,2,4,6,990,0,1917,0,122064,52.7977,-114.57,1480,5750,1,80,12.999067423500716,3.0,108,0.2295386042198006,True,False,False,False,False
6762821267,172,4,2.75,2030,56192,0,0,3,8,1550,480,1979,0,122037,52.982,-114.263,2510,44866,1,77,12.994532278619134,6.75,46,0.03612613895216401,False,False,False,False,False
6762822212,172,3,1.75,1530,7238,0,0,3,7,1530,0,1959,0,122014,52.9929,-114.505,1580,7238,3,60,12.94323910384853,4.75,66,0.21138436032053054,False,False,False,False,False
6762822498,172,4,2.25,2200,8292,0,0,3,7,2200,0,1990,0,122014,52.9756,-114.505,1090,8290,3,69,12.923914877701906,6.25,35,0.2653159671972986,False,True,False,False,False
6762822499,172,3,1.0,1230,7020,0,0,3,7,1090,140,1924,0,122009,52.8019,-114.58,1390,5850,1,74,12.923914877701906,4.0,101,0.1752136752136752,False,False,False,False,False
6762823136,172,3,3.5,1450,1263,0,0,3,8,1160,290,2007,0,122032,52.8808,-114.573,1390,1282,2,69,12.886643575525625,6.5,18,1.1480601741884402,False,True,False,False,False
6762823422,172,2,2.5,1170,1394,0,0,3,8,1170,0,2001,0,122044,52.8431,-114.487,1250,3136,1,79,12.866182555987908,4.5,24,0.8393113342898135,False,True,False,False,False
6762823904,172,4,2.5,2990,6145,0,0,3,8,2990,0,2003,0,122040,52.4912,-114.484,2590,6512,1,77,12.834683971615659,6.5,22,0.48657445077298617,False,True,False,False,False
6762824039,172,3,2.5,2150,8361,0,0,3,8,2150,0,1991,0,122046,52.6927,-114.319,2150,9368,1,65,12.82396003700373,5.5,34,0.2571462743690946,False,True,False,False,False
6762824090,172,3,1.75,1530,10300,0,0,4,7,1530,0,1978,0,122038,53.0067,-114.546,1940,9883,1,51,12.821260987319457,4.75,47,0.14854368932038836,False,False,False,False,False
6762824218,172,3,2.25,1400,1320,0,2,3,8,1400,0,2006,0,122038,52.9447,-114.546,1490,1449,2,77,12.813119851828635,5.25,19,1.0606060606060606,False,False,False,True,False
6762824235,172,3,2.5,1320,4320,0,0,3,6,660,660,1918,0,122034,52.7627,-114.537,1190,4200,2,67,12.810391344620207,5.5,107,0.3055555555555556,False,False,False,False,False
6762825109,172,3,3.25,1570,2048,0,0,3,8,1290,280,2006,0,122064,52.778,-114.565,1570,2006,2,58,12.755640983610817,6.25,19,0.7666015625,False,True,False,False,False
6762825416,172,4,2.5,2180,5367,0,0,3,7,2180,0,2000,0,122024,52.6075,-114.212,2180,5130,3,63,12.736689131817258,6.5,25,0.4061859511831563,False,True,False,False,False
6762826290,172,4,1.75,1660,6200,0,0,4,6,830,830,1948,0,122059,52.79,-114.506,1780,5968,2,55,12.676079399771027,5.75,77,0.267741935483871,False,False,False,False,False
6762826508,172,3,1.75,1680,7250,0,0,3,7,930,750,1952,0,122038,52.9501,-114.54,1340,7250,1,55,12.660331092405906,4.75,73,0.2317241379310345,False,False,False,False,False
6762826572,172,2,1.0,890,6350,0,0,3,6,890,0,1943,0,122028,52.9275,-114.547,1490,6350,2,78,12.660213625562374,3.0,82,0.14015748031496064,False,False,False,False,False
6762827055,172,4,2.5,2150,7944,0,0,3,8,2150,0,1990,0,122023,52.489,-114.405,2170,8319,2,78,12.613203032957399,6.5,35,0.27064451158106745,False,True,False,False,False
6762827564,172,2,1.0,770,4800,0,0,3,7,770,0,1943,0,122016,52.757,-114.573,1390,4800,3,71,12.577639650232573,3.0,82,0.16041666666666668,False,False,False,False,False
6762827624,172,3,1.0,1090,8280,0,0,3,6,1090,0,1947,2006,122014,52.9862,-114.508,1060,7609,1,57,12.577467222169135,4.0,78,0.1316425120772947,False,False,False,False,False
6762827703,172,3,1.5,1150,11475,0,0,3,7,1150,0,1971,0,122025,52.6929,-113.934,1640,11475,1,55,12.567240979056246,4.5,54,0.10021786492374728,False,False,False,False,False
6762827969,172,3,1.0,1260,7660,0,0,3,6,1260,0,1947,0,122038,52.9776,-114.54,1990,7861,2,66,12.54254845357358,4.0,78,0.16449086161879894,False,False,False,False,False
6762828219,172,3,1.5,1410,9000,0,0,3,7,1410,0,1953,0,122038,52.9935,-114.54,1910,7214,1,69,12.524530013005734,4.5,72,0.15666666666666668,False,False,False,False,False
6762828561,172,3,2.25,2080,2856,0,0,3,7,1550,530,2003,0,122035,52.6498,-114.348,2080,2275,3,63,12.496878583628968,5.25,22,0.7282913165266106,True,False,False,False,False
6762828587,172,3,2.25,1740,5460,0,0,3,7,1210,530,1998,0,122024,52.5948,-114.236,1740,7500,1,78,12.493133274926212,5.25,27,0.31868131868131866,False,False,False,False,False
6762828654,172,3,1.75,1820,32666,0,0,4,7,1820,0,1966,0,122068,52.4103,-114.164,2050,43560,1,76,12.487488878546145,4.75,59,0.05571542276372987,False,False,False,False,False
6762828742,172,3,1.75,1660,7210,0,0,4,7,1660,0,1977,0,122066,52.5909,-114.464,2150,7350,2,76,12.479913113434042,4.75,48,0.2302357836338419,False,False,False,False,False
6762829001,172,3,2.5,1770,5000,0,0,3,7,1770,0,2009,0,122035,52.5658,-114.241,2230,5200,1,74,12.450981602512561,5.5,16,0.354,False,True,False,False,False
6762829253,172,4,2.0,2600,9000,0,0,3,8,1410,1190,1959,0,122066,52.611,-114.489,2600,7200,3,77,12.429220196836383,6.0,66,0.28888888888888886,False,False,False,False,False
6762829362,172,4,2.0,1280,7560,0,0,5,6,1280,0,1959,0,122046,52.68,-114.365,1250,7690,1,57,12.425212191503038,6.0,66,0.1693121693121693,False,False,False,False,False
6762829415,172,3,1.5,1910,5000,0,0,4,7,1910,0,1922,1967,122072,52.5082,-114.402,1770,9068,2,56,12.417957049864935,4.5,103,0.382,True,False,False,False,False
6762829656,172,3,1.5,1290,8366,0,0,3,7,1020,270,1957,0,122056,52.7153,-114.508,1770,8400,2,59,12.388398368982115,4.5,68,0.15419555343055225,False,False,False,False,False
6762829877,172,3,1.0,1990,15375,0,0,3,7,1140,850,1946,0,122056,52.7078,-114.478,1160,10236,2,59,12.36542832723078,4.0,79,0.12943089430894308,False,False,False,False,False
6762830044,172,3,1.75,1100,7224,0,0,3,7,1100,0,1981,0,122066,52.6017,-114.467,1700,8447,2,59,12.345404060459082,4.75,44,0.15227021040974528,False,False,False,False,False
6762830160,172,4,2.25,1800,9350,0,0,3,8,1800,0,1969,0,122023,52.5259,-114.381,2060,8800,2,66,12.323860125621126,6.25,56,0.1925133689839572,False,False,False,False,False
6762830161,172,3,2.0,1460,7740,0,0,3,7,1460,0,1968,0,122040,52.5767,-114.496,1540,7644,1,65,12.323860125621126,5.0,57,0.18863049095607234,False,False,False,False,False
6762830162,172,3,1.75,1370,10866,0,0,4,6,1370,0,1945,0,122005,52.9074,-114.354,1580,14250,1,70,12.323860125621126,4.75,80,0.12608135468433646,False,False,False,False,False
6762830241,172,3,1.75,1240,7560,0,0,3,8,1070,170,1967,0,122040,52.563,-114.49,1650,7560,3,73,12.310437165348775,4.75,58,0.164021164021164,False,False,False,False,False
6762830398,172,2,1.0,1120,7797,0,0,3,6,1120,0,1948,0,122042,52.7171,-114.41,2180,7200,2,51,12.283871298734311,3.0,77,0.14364499166346031,False,False,False,False,False
6762830485,172,3,2.5,1580,8541,0,0,3,7,1580,0,1990,0,122039,52.5634,-114.479,1640,7542,1,73,12.271630959002737,5.5,35,0.18499004800374663,False,True,False,False,False
6762830661,172,3,2.0,1390,13464,0,0,4,7,1390,0,1987,0,122065,52.5881,-114.363,1720,12080,3,78,12.238544675927017,5.0,38,0.10323826500297088,False,False,False,False,False
6762830804,172,3,1.5,1210,10588,0,0,4,7,1210,0,1958,0,122072,52.5176,-114.402,1408,10588,1,53,12.206077645517674,4.5,67,0.11428031734038534,False,False,False,False,False
6762830879,172,3,1.0,1040,8645,0,0,4,7,1040,0,1962,0,122035,52.5931,-114.306,1290,8645,1,74,12.198045514142787,4.0,63,0.12030075187969924,False,False,False,False,False
6762830922,172,3,1.75,1140,9628,0,0,4,7,1140,0,1969,0,122018,52.5233,-114.562,1510,9633,3,54,12.180759965737863,4.75,56,0.11840465309513917,False,False,False,False,False
6762831045,172,3,1.5,1280,5000,0,0,3,6,1280,0,1985,0,122072,52.5644,-114.406,1070,4366,1,62,12.138869243416009,4.5,40,0.256,False,True,False,False,False
6762831108,172,4,1.0,1130,13927,0,0,3,6,1130,0,1929,0,122056,52.7239,-114.49,1800,8274,2,53,12.112865752267137,5.0,96,0.0811373590866662,True,False,False,False,False
6762831132,172,2,1.0,1150,5695,0,0,4,6,1150,0,1958,0,122053,52.7289,-114.361,1150,5695,3,51,12.100717685412471,3.0,67,0.2019315188762072,False,False,False,False,False
6762831517,172,2,1.0,840,6654,0,0,3,7,840,0,1951,0,122038,52.9619,-114.525,1350,5831,3,55,11.775297421715827,3.0,74,0.12623985572587917,False,False,False,False,False
6762831553,172,2,1.0,700,3180,0,0,3,6,480,220,1951,0,122063,52.7276,-114.452,1760,6360,2,72,11.694421681264394,3.0,74,0.22012578616352202,False,False,False,False,False
6762831556,172,1,1.0,670,7957,0,0,4,6,670,0,1978,0,122024,52.5894,-114.246,1600,7957,3,55,11.678448377988165,2.0,47,0.08420258891542039,False,False,False,False,False
6762810543,173,4,3.25,3070,10375,0,0,3,10,2180,890,1962,2005,122048,52.8162,-114.388,2500,11194,1,75,14.220976332738882,7.25,63,0.2959036144578313,False,True,False,False,False
6762810651,173,5,4.25,4230,6907,0,0,3,10,3450,780,2008,0,122010,52.9166,-114.395,2650,8076,1,51,14.151983508870947,9.25,17,0.612422180396699,False,True,False,False,False
6762810687,173,3,1.5,1850,10572,0,0,4,8,1850,0,1953,0,122048,52.8494,-114.398,3030,12752,2,68,14.137594781770806,4.5,72,0.17499054105183504,False,False,False,False,False
6762810904,173,5,2.75,2960,28300,0,3,4,9,2160,800,1959,0,122050,52.9906,-114.56,2940,23250,3,77,14.038654909278163,7.75,66,0.10459363957597173,False,False,False,False,False
6762811096,173,4,2.5,2960,26742,0,3,3,8,1480,1480,1949,1996,122006,52.9146,-114.458,2500,9460,1,74,13.963931425151141,6.5,76,0.11068730835390023,False,False,False,False,False
6762811324,173,4,3.5,3850,8100,0,1,3,11,2430,1420,1995,0,122010,52.9155,-114.38,2620,9346,1,77,13.87378040948403,7.5,30,0.47530864197530864,False,True,False,False,False
6762811659,173,3,2.25,3400,10000,0,0,3,10,3400,0,1983,0,122006,52.9146,-114.474,1860,5100,1,59,13.785052381406869,5.25,42,0.34,False,True,False,False,False
6762811660,173,5,3.5,3400,9804,0,0,3,9,2550,850,2008,0,122051,52.773,-114.456,2380,7440,2,53,13.785052381406869,8.5,17,0.346797225622195,False,True,False,False,False
6762812008,173,4,2.5,3170,32430,0,0,3,10,3170,0,1989,0,122045,52.9203,-114.246,3360,35610,2,61,13.721200977393528,6.5,36,0.09774899784150477,False,False,True,False,False
6762812492,173,4,3.25,3450,6500,0,0,3,8,2450,1000,1994,0,122016,52.7737,-114.578,1750,6500,1,73,13.652992804936396,7.25,31,0.5307692307692308,False,True,False,False,False
6762812542,173,4,2.75,3160,7143,0,0,3,8,2100,1060,1933,0,122032,52.8813,-114.596,2200,6122,3,56,13.647093089770562,6.75,92,0.44239115217695646,True,False,False,False,False
6762812580,173,5,1.75,2500,11617,0,0,4,9,1560,940,1966,0,122057,52.7661,-114.407,3370,11617,2,57,13.641158361294979,6.75,59,0.21520185934406474,False,False,False,False,False
6762812671,173,3,2.5,2760,11287,0,3,3,10,2000,760,1991,0,122058,52.969,-114.454,2760,13719,2,79,13.629182184591333,5.5,34,0.24452910427925934,False,True,False,False,False
6762812731,173,4,1.5,2040,6900,0,0,3,9,2040,0,1903,0,122047,52.8488,-114.475,3150,8220,3,61,13.623139877437296,5.5,122,0.2956521739130435,False,True,False,False,False
6762812732,173,4,3.5,3620,6499,0,0,3,9,3620,0,2003,2009,122050,52.9626,-114.55,2330,7200,2,60,13.623139877437296,7.5,22,0.5570087705800892,False,False,True,False,False
6762813316,173,3,2.5,2780,175421,0,2,3,9,2780,0,2000,0,122064,52.8091,-114.568,2630,5000,2,61,13.560619598657233,5.5,25,0.015847589513228177,False,True,False,False,False
6762813558,173,3,2.25,3020,13031,0,0,3,9,3020,0,1989,0,122005,52.9197,-114.288,2480,10204,1,77,13.534474352733596,5.25,36,0.2317550456603484,False,True,False,False,False
6762813921,173,4,3.5,3370,5638,0,0,3,10,2250,1120,2001,0,122033,52.9496,-114.413,3080,7200,3,58,13.500801182986649,7.5,24,0.5977296913799219,False,True,False,False,False
6762814373,173,4,1.75,2420,520,0,0,3,7,2420,0,1900,0,122047,52.8509,-114.492,1200,1170,3,54,13.45883704259595,5.75,125,4.653846153846154,True,False,False,False,False
6762814642,173,3,2.5,2320,219978,0,0,4,8,2320,0,1993,0,122045,52.9147,-114.254,2340,88862,2,78,13.437175577097312,5.5,32,0.010546509196374183,False,True,False,False,False
6762814773,173,5,1.0,2340,4730,0,0,3,8,1810,530,1918,0,122009,52.8195,-114.575,2100,4970,2,73,13.426166307749664,6.0,107,0.49471458773784355,False,True,False,False,False
